Uniprot_name,SA.KO3P1_S20_L007_R1_001.sam,SA.KO3P2_S13_L006_R1_001.sam,SA.KOSS1_S12_L006_R1_001.sam,SA.KOSS2_S23_L007_R1_001.sam,SA.WT3P1_S19_L007_R1_001.sam,SA.WT3P2_S22_L007_R1_001.sam,SA.WTSS1_S11_L006_R1_001.sam,SA.WTSS2_S21_L007_R1_001.sam
4904,4038,2143,1527,3697,2777,2985,1501,3111
149461,1,0,0,1,2,0,0,0
64175,580,295,267,589,440,512,209,569
79078,120,64,37,109,103,118,55,98
100129924,5,3,2,5,5,4,0,3
100507268,2,1,0,0,0,0,0,0
374969,138,63,49,125,115,120,55,147
114625,104,54,41,106,87,92,39,82
51058,293,159,111,249,236,271,107,270
6513,375,283,143,467,256,489,188,515
440584,6,7,3,12,3,9,1,14
440585,6,2,4,1,5,4,6,3
10969,1014,364,410,716,731,672,338,794
149465,9,5,3,9,4,0,2,0
100506711,1,1,2,8,0,3,3,2
128218,0,0,0,0,1,0,0,0
149466,0,0,0,0,0,0,0,0
7075,1,0,0,1,0,2,0,1
4352,2,3,1,6,5,4,3,5
991,1308,636,496,1245,693,796,360,1003
64834,377,179,161,297,315,357,143,335
112950,482,212,204,362,549,590,278,642
149469,14,14,9,18,9,8,5,12
23334,492,243,191,506,331,464,154,404
81888,22,15,4,19,11,18,6,18
5792,2932,1859,1140,3377,1053,1844,697,1839
9682,1051,516,419,936,800,932,467,781
100132774,11,5,7,8,10,9,6,3
6487,143,74,41,116,104,138,39,95
9048,19,7,3,9,4,14,7,12
9670,502,199,203,399,416,427,236,434
1802,654,248,219,450,384,408,234,367
533,657,273,241,485,786,768,338,802
8704,682,384,209,668,490,630,222,672
149473,33,14,6,33,31,32,18,34
6536,616,220,235,473,473,478,225,426
128209,0,0,0,0,0,0,0,0
100129492,406,238,174,367,400,431,172,381
55929,374,135,122,283,237,255,113,247
79033,604,311,249,560,544,630,256,737
55182,814,385,296,683,658,724,322,824
79639,46,21,20,40,25,27,6,22
339541,12,5,1,14,8,8,5,9
26830,1,0,0,0,0,0,0,0
11004,907,395,354,810,677,678,331,698
6202,10790,5715,4320,10878,8150,9755,4009,10311
26811,8,6,1,4,5,7,9,9
94161,7,1,1,4,4,8,1,2
94162,11,5,7,6,17,8,4,15
94163,5,7,3,11,9,8,5,6
266675,2,1,2,2,0,1,0,4
1263,35,16,12,38,47,49,23,54
343521,0,0,0,1,1,1,1,0
149478,5,7,3,13,9,8,7,8
8643,34,15,7,38,11,17,5,16
8891,223,113,87,180,266,267,141,284
100507337,1,0,2,0,1,1,0,0
79654,372,172,124,345,241,272,106,281
7389,1063,425,402,830,619,511,308,545
57643,101,51,54,96,96,136,69,112
400752,25,9,11,32,24,28,11,26
84842,3,1,0,3,1,1,2,1
4595,208,90,63,186,252,273,122,309
114034,280,105,88,217,269,181,102,190
10420,106,58,53,116,73,96,37,58
126661,50,26,21,55,60,74,33,79
25974,252,120,108,234,172,160,97,167
5052,3415,1545,1344,3025,2075,1859,1075,1872
10327,666,304,248,568,646,744,306,780
4678,3277,1674,1327,3096,2058,2372,1106,2218
149483,11,2,6,14,12,10,7,18
60313,845,487,351,876,617,849,332,714
728963,10,4,3,6,1,6,1,8
51249,427,279,165,426,337,394,152,346
3652,114,72,39,117,78,124,58,74
23139,386,240,151,409,398,657,241,656
8503,468,254,180,447,226,205,113,166
100133124,1,0,0,0,0,0,0,2
10103,0,0,1,2,1,1,0,4
100507408,0,0,0,0,0,0,0,0
55624,666,323,238,588,415,522,242,598
541468,14,8,8,21,5,4,1,14
8438,603,363,230,647,597,872,283,770
10489,918,476,362,838,645,874,416,902
7388,1298,749,504,1335,924,1146,460,988
387338,308,164,122,308,285,298,116,252
2166,17,6,4,17,10,28,10,34
729041,4,5,3,9,10,26,6,19
127343,72,40,26,66,43,61,29,58
100507423,5,6,0,1,2,0,0,2
148930,0,0,0,0,0,0,0,0
8569,203,87,77,198,141,163,56,129
148932,55,15,13,35,101,118,12,50
64756,1156,701,429,1120,923,1046,456,851
374973,0,0,0,3,0,0,0,2
9813,588,307,242,535,304,385,178,375
100129898,5,1,1,7,3,4,0,1
1580,0,0,0,0,0,0,0,0
163720,0,0,0,0,0,0,0,0
1579,0,0,0,0,0,0,0,0
260293,6,2,2,6,3,3,2,7
199974,0,0,0,0,0,0,0,1
284541,0,0,0,0,0,0,0,0
10158,0,0,0,0,0,0,0,0
6886,15,11,7,15,11,22,1,12
6491,524,276,211,523,362,490,169,308
51727,255,232,120,407,304,495,166,295
2301,1,0,0,0,0,0,0,1
84793,150,84,52,158,52,128,43,143
2306,112,68,46,129,50,81,44,81
388630,69,56,38,80,36,39,19,45
100507479,1,1,1,4,0,2,1,0
391037,0,0,0,0,0,0,0,0
200010,0,0,0,1,0,0,1,0
54558,57,74,36,119,41,67,18,39
84871,0,0,0,1,0,0,0,1
79656,20,16,6,20,17,17,10,22
1996,5,1,2,0,0,0,0,0
63950,41,27,17,53,28,28,17,28
11124,551,322,216,580,730,1052,401,1041
1031,682,398,276,665,260,254,132,305
284546,0,0,0,1,0,0,0,0
26994,249,231,113,386,163,322,108,213
22996,152,73,59,151,137,183,71,206
2060,722,450,281,816,528,613,285,467
114883,833,500,314,832,675,759,341,620
4898,1205,663,493,1287,1052,1090,503,990
100313892,0,0,0,0,0,0,0,0
5865,266,245,101,433,81,192,69,141
51060,603,311,207,569,495,465,229,439
112970,180,83,64,168,129,183,74,159
91408,489,385,139,666,418,593,177,346
9372,310,157,122,319,293,318,163,332
200014,371,193,129,346,456,496,205,471
4998,473,237,226,475,339,435,147,388
84950,638,300,248,596,357,402,164,285
23318,844,477,337,857,524,837,315,614
2882,0,0,0,1,1,0,0,0
348378,0,0,0,0,0,0,0,0
65260,312,168,120,325,211,288,117,212
79699,390,302,154,555,212,387,148,233
440590,210,112,84,238,112,161,77,118
55268,34,14,19,19,14,17,4,7
6342,658,343,244,706,484,580,258,457
127435,0,0,0,0,0,0,0,0
6512,2,0,0,0,0,0,0,0
1376,360,192,151,370,351,424,197,436
54987,327,128,127,286,343,304,155,339
4116,297,145,107,264,237,273,127,236
100507564,23,19,10,31,21,21,16,26
7804,158,130,67,173,84,130,52,144
163742,0,0,0,0,0,0,0,0
63948,0,0,0,0,0,1,0,0
148979,5,8,5,10,10,21,9,28
55706,1182,877,493,1505,708,855,403,626
54432,261,101,70,212,163,130,81,130
1733,2,0,2,0,0,0,0,1
51668,176,86,65,162,225,230,90,196
115353,456,213,165,409,363,519,192,430
388633,0,0,0,0,0,0,0,0
9528,639,373,245,664,726,804,352,643
127428,189,111,76,194,331,582,238,532
200008,1,1,0,2,1,0,0,1
606495,146,78,74,149,147,168,103,149
51253,1557,760,586,1435,2141,2301,1070,2651
23648,134,83,52,160,94,172,73,174
619518,2,3,1,3,1,9,0,2
26027,17,10,4,20,11,18,9,18
338094,2,1,0,1,0,3,2,1
374977,1,1,0,2,1,7,0,4
7268,497,227,221,424,713,786,359,767
25973,134,81,63,152,192,306,123,302
55001,0,0,0,0,0,0,0,0
163747,0,0,0,0,0,0,0,0
1718,1397,664,550,1224,1188,1094,600,979
199964,0,0,0,0,0,0,0,0
7809,0,0,0,0,1,2,1,2
255738,0,0,0,0,1,1,0,1
23358,1144,640,472,1175,1117,1534,660,1070
100507634,15,8,7,21,18,30,14,26
100507652,0,0,0,0,0,0,0,0
8613,96,37,31,82,78,115,51,91
5563,185,230,67,334,200,494,141,258
199920,0,1,0,1,1,0,0,0
731,0,0,0,0,0,0,0,0
732,0,0,0,0,0,0,0,0
1600,7,8,4,5,8,17,4,10
115209,144,98,58,138,203,191,99,137
4070,0,0,0,0,0,0,0,1
114803,190,113,72,164,118,159,100,79
3725,1520,1452,597,2294,3034,9798,1859,10350
100131060,0,0,0,0,0,0,0,0
729467,0,1,0,0,0,0,0,0
55277,44,17,19,34,94,101,38,117
51361,374,357,150,544,316,520,246,287
1573,53,35,21,55,84,108,20,37
127795,0,0,0,0,0,0,0,0
4774,117,72,34,159,85,123,41,114
83941,150,83,54,151,189,242,69,204
10207,174,124,81,248,236,402,149,353
100422902,0,0,0,0,0,0,0,0
100422946,0,0,0,0,0,0,0,0
54596,0,0,0,0,0,0,0,2
163782,2,1,0,1,2,1,5,4
7398,946,669,332,1203,1653,2319,937,1368
85440,529,327,196,585,686,894,391,685
27329,0,0,0,0,1,1,0,1
100507664,0,1,0,3,0,0,0,0
84938,172,104,46,222,189,297,123,153
27022,29,23,17,34,74,100,35,112
29929,142,136,45,237,168,256,95,145
23421,218,187,56,305,296,471,146,208
84455,90,54,28,90,96,135,53,104
79469,10,8,4,14,21,16,9,11
5236,535,338,251,756,889,1282,480,1387
4919,36,24,18,63,55,94,49,75
148581,0,0,0,0,0,0,0,0
57685,327,188,116,360,303,427,182,357
55225,391,304,141,477,511,686,264,460
3716,437,225,157,426,616,776,329,595
406893,0,0,0,0,0,0,0,0
205,283,202,114,365,364,560,174,402
9829,81,70,29,91,139,203,96,155
100505510,0,0,0,1,0,1,0,0
3953,39,51,14,84,87,199,95,123
54741,202,130,68,182,243,377,122,210
5142,9,8,9,7,13,12,3,10
84251,0,0,0,0,2,1,0,0
100422871,0,0,0,0,0,0,0,0
200132,0,0,0,0,0,0,0,0
10022,0,0,0,0,1,2,0,0
79819,17,9,7,12,26,35,9,11
57708,165,140,57,203,236,290,151,187
23169,203,113,69,198,268,388,169,297
400757,0,0,0,0,0,0,0,0
149233,0,0,0,0,0,0,1,0
3595,6,3,4,8,10,3,4,8
26135,3351,2662,1300,4197,4807,6455,2564,4988
1647,92,49,29,96,334,714,194,714
55970,189,203,87,277,376,594,221,370
100289178,3,3,2,11,10,13,2,5
9077,0,0,0,0,2,0,2,2
79971,759,488,298,862,1282,1620,693,1392
100302279,0,0,0,0,0,0,0,0
6121,0,1,0,0,0,0,0,0
55635,490,497,174,726,601,755,349,419
57554,1,1,1,5,1,3,1,2
5301,58,24,24,75,63,68,16,73
55631,228,201,85,323,250,361,144,191
9295,1219,1009,478,1612,1613,2289,984,1685
81573,210,164,90,251,218,305,150,223
11147,117,63,42,120,173,215,69,270
1491,266,165,104,245,934,1111,516,1060
5733,4,4,1,2,1,1,0,0
100132618,6,5,1,2,6,8,3,1
9406,807,872,286,1265,890,1390,501,763
406962,0,0,1,2,2,3,0,0
257194,4,7,3,3,3,0,0,1
127255,3,9,3,12,20,37,10,16
8790,88,99,38,183,114,140,59,63
51086,2,2,0,5,1,10,1,3
127254,0,0,0,1,1,0,0,0
1429,174,136,64,208,131,124,65,105
127253,491,286,217,523,537,540,250,435
431707,19,17,10,28,54,71,26,37
204962,145,125,76,220,179,279,124,137
34,416,292,185,408,607,732,388,655
5876,534,376,212,668,705,881,342,722
692085,0,2,0,2,0,4,0,0
26805,1,1,0,2,1,2,1,2
26804,4,1,0,2,1,2,3,2
4438,31,11,10,35,10,6,7,1
127247,0,0,0,0,0,0,0,0
100505563,0,1,0,0,0,0,0,0
256435,39,39,13,62,61,70,18,41
81849,4,4,1,17,5,5,5,7
256483,0,0,0,2,0,0,1,1
10026,464,297,155,513,570,667,315,468
26289,9,16,6,23,18,21,11,15
26009,465,291,177,471,585,782,366,458
23032,522,432,166,674,742,1131,399,630
374986,119,110,44,163,83,186,66,94
653631,87,58,36,104,102,150,48,67
374987,5,1,5,7,7,8,4,4
91624,31,37,21,40,47,78,30,47
8880,706,440,315,710,794,936,508,691
11080,74,98,27,127,95,118,47,79
54810,1,1,0,1,2,1,0,0
149047,0,0,0,0,0,0,0,0
5737,29,25,6,46,34,45,15,23
10964,41,74,10,26,2336,3262,3,14
10561,4,6,0,1,1197,1635,0,1
64123,0,0,0,0,0,0,0,0
23266,474,292,243,497,351,436,223,309
79739,67,52,23,72,51,96,45,54
5567,64,54,20,110,120,184,63,102
148418,25,14,8,31,22,45,15,36
391051,1,1,0,0,2,2,1,2
58511,0,0,0,0,0,1,0,0
80135,368,176,129,331,419,438,193,390
2787,325,168,121,344,480,787,217,521
100505741,1,0,0,2,2,2,0,0
1486,79,87,36,151,127,229,65,134
439927,0,0,0,0,0,0,0,0
117178,349,296,147,477,349,479,208,272
23566,114,64,40,106,38,60,28,42
255231,95,53,41,109,90,123,66,104
55283,116,71,49,167,193,232,106,141
126820,22,11,5,26,26,21,13,16
84144,63,62,28,79,38,82,31,46
148423,262,191,101,268,252,342,141,240
8915,77,72,31,84,54,85,32,85
646626,3,1,1,0,2,1,1,2
23576,173,152,65,302,293,419,187,322
3491,51,34,19,60,101,166,39,174
54680,446,260,201,516,431,579,220,399
255631,12,18,11,34,21,26,7,23
57489,133,104,55,220,150,169,77,99
9635,1,1,0,0,0,3,0,1
1179,0,0,0,0,0,0,0,0
22802,2,0,0,0,0,0,1,0
9629,2,0,0,2,0,1,0,0
51100,596,398,233,694,683,1046,309,589
9403,795,603,283,997,1122,1365,534,991
9653,403,361,164,534,369,551,236,354
339524,2,2,3,8,5,13,5,13
8543,477,275,157,484,585,594,249,402
100505768,0,0,0,0,0,0,0,0
5586,731,612,319,874,527,780,331,400
2959,288,139,120,231,428,390,188,327
56267,189,147,59,263,349,460,149,303
494115,1147,662,457,1199,550,682,322,549
2635,2,1,0,1,24,33,0,1
2633,5,1,2,5,524,443,1,4
2634,1,0,1,4,8,13,3,1
388646,1,0,0,0,1,0,0,0
115361,0,0,0,1,3,4,0,1
115362,0,0,0,0,7,7,0,0
163351,1,0,0,1,1,0,0,0
400759,6,3,0,7,65,43,4,7
23507,150,122,49,213,140,197,66,120
400761,0,1,1,1,2,1,0,1
84230,137,120,46,163,102,185,54,94
55144,371,254,134,428,715,1067,421,754
492303,42,26,14,49,60,59,26,68
284695,495,321,233,535,437,680,259,545
343472,15,17,11,14,27,37,15,55
100505821,4,4,1,8,45,59,14,58
100505809,56,40,12,53,55,105,35,74
100505840,2,0,0,1,0,0,0,0
84146,633,477,223,719,565,712,309,414
100505857,37,30,21,42,38,38,16,32
164045,37,50,8,54,17,45,16,17
8317,807,597,359,959,778,1139,450,751
343477,371,182,140,342,535,673,235,627
7049,162,117,72,211,104,159,72,123
676,0,0,0,0,0,0,0,0
253152,11,9,9,18,37,30,11,20
284697,6,6,5,13,2,6,5,1
23285,37,48,20,74,41,86,34,49
388649,0,0,0,0,0,0,0,0
11146,99,90,26,150,117,186,51,79
79871,193,104,79,219,254,324,143,266
2672,98,50,27,85,157,225,72,215
7813,177,151,66,248,107,169,58,117
6125,11235,6393,4494,11591,9764,11662,5133,12453
6083,2,3,1,2,2,5,1,2
26782,7,2,1,3,6,11,3,4
388650,85,60,30,105,89,125,55,69
22823,445,347,186,557,457,610,219,392
50999,468,503,209,757,540,846,266,480
343099,212,123,81,212,202,228,139,140
100131564,147,93,40,185,142,239,91,184
1810,349,329,159,507,357,613,238,495
54874,249,189,105,331,138,218,100,180
8412,43,24,13,44,42,70,31,85
100129046,1,0,0,0,0,0,0,2
100126348,0,0,0,0,0,0,0,0
30836,772,318,317,712,811,706,363,539
2730,78,47,32,97,81,164,65,96
100505924,0,0,0,0,0,0,0,0
24,0,0,0,0,3,2,1,2
9411,93,93,31,125,81,144,39,81
100505940,0,0,0,0,2,1,0,0
5825,337,233,133,389,294,414,210,317
2152,12,13,6,15,9,20,9,28
126969,14,10,6,23,35,23,13,21
1266,780,516,327,884,558,902,359,858
729970,20,11,4,26,20,35,17,38
199857,86,48,44,72,98,87,41,87
148534,51,75,28,122,71,175,48,82
25950,107,68,40,164,140,162,51,127
440594,0,0,0,0,0,0,0,0
58155,154,122,41,199,157,176,73,103
1806,35,32,21,69,28,37,22,16
400765,1,0,0,0,1,0,0,1
406928,0,0,0,0,0,0,0,0
51375,144,98,48,166,166,210,78,147
163404,7,8,2,7,2,4,3,3
100129620,0,0,0,0,0,0,0,0
9890,60,60,23,75,26,48,14,16
54873,6,4,3,12,9,7,3,9
391059,78,51,36,85,42,67,30,44
178,345,270,148,383,168,257,130,179
730081,9,8,7,16,23,26,11,28
23443,69,88,31,127,77,157,44,57
64645,386,238,154,389,449,575,221,429
163786,287,272,113,405,259,347,152,238
54482,195,161,83,277,186,249,118,170
127495,3,3,0,7,9,7,1,4
1629,309,232,124,393,259,448,123,268
100506007,24,18,10,18,13,17,7,13
8634,287,198,108,374,447,501,223,405
693138,0,0,0,0,0,0,0,0
8556,45,31,12,54,30,66,21,31
54112,3,3,0,4,3,2,2,3
7412,0,0,0,0,6,6,0,0
2135,251,188,116,364,155,208,101,129
148867,184,161,80,259,132,211,74,106
51611,469,246,151,513,502,592,252,593
100506051,20,8,6,14,23,35,13,27
100506029,25,21,6,25,92,115,43,82
1901,20,16,4,29,7,16,5,9
118427,0,1,0,0,0,0,0,0
94236,4,1,2,2,4,4,3,5
1301,0,1,0,1,0,1,0,0
55599,163,108,53,182,100,126,57,76
280,56,31,11,51,21,38,15,18
648740,35,27,8,39,16,17,8,17
279,10,7,2,9,5,3,1,4
276,6,2,2,5,3,1,0,4
277,7,3,4,5,0,3,0,5
278,1,3,1,6,1,3,2,1
100129138,10,3,4,15,8,8,4,2
55170,480,271,209,477,414,450,265,421
22854,3,11,4,17,21,33,9,25
10451,93,62,36,108,56,68,29,48
29957,326,272,122,383,277,419,188,239
148545,0,0,0,2,0,2,0,1
100507044,1,0,0,0,0,1,0,1
400768,0,0,0,0,0,0,0,0
653149,0,0,0,0,0,0,0,0
284611,192,190,58,285,117,258,97,156
113802,0,0,0,0,0,0,0,0
55119,877,502,349,902,747,1015,456,817
163479,2,2,0,0,3,1,2,2
6814,214,191,114,286,255,356,133,206
254268,0,0,0,0,1,0,0,0
642864,0,0,0,0,1,0,0,0
29899,177,124,68,199,165,201,101,171
23155,356,256,181,432,402,547,230,492
22911,172,87,55,155,165,199,71,152
6884,55,39,34,59,58,79,32,65
56900,178,139,62,217,226,345,98,206
677766,2,2,1,1,3,2,0,1
127003,5,3,0,1,1,1,2,2
57535,4,4,1,5,4,4,2,3
6301,2551,1301,913,2351,4673,5556,2355,6016
1952,600,386,222,698,324,492,169,441
84722,412,185,141,350,341,347,190,359
343263,1,0,0,0,1,2,2,0
6272,531,225,205,422,742,968,439,825
5686,814,340,350,684,1149,1291,469,971
284612,104,41,52,112,124,134,77,140
127002,162,57,75,134,106,129,48,128
284613,194,87,73,216,145,172,88,142
57463,12,10,6,22,51,76,28,66
83873,6,2,0,4,6,2,2,6
2773,509,343,177,553,584,709,282,492
406974,0,0,0,0,0,0,0,0
2780,8,4,3,8,4,2,3,3
271,734,411,282,685,530,766,296,746
2948,48,35,25,63,52,55,24,52
2946,235,114,88,244,223,244,100,312
2944,70,39,29,70,65,78,30,113
100506210,0,2,2,2,1,2,1,2
2949,2,0,0,1,1,0,1,2
2947,199,93,76,195,357,331,168,362
79574,0,0,0,0,0,0,0,0
1435,29,26,12,30,285,396,31,77
10768,1155,650,412,1202,1080,1581,623,1306
85369,484,207,173,406,354,486,235,404
257,80,41,19,75,73,116,38,110
164153,0,0,0,0,2,2,1,1
388662,48,22,13,28,55,80,32,73
100130800,0,0,0,0,0,0,0,0
3749,233,113,68,221,87,128,39,120
100506257,58,37,26,51,19,31,8,24
64783,319,199,172,344,150,285,123,203
9122,24,23,11,45,31,66,16,29
10542,241,121,91,235,325,355,144,288
84432,3,1,0,1,4,3,2,4
643160,0,0,0,0,0,0,2,0
3744,0,0,0,0,0,0,0,0
3737,7,2,5,9,3,7,2,1
3738,20,19,9,28,12,18,2,10
963,0,0,0,2,1,1,0,1
100506293,12,4,3,8,4,5,2,4
55791,274,175,81,251,217,233,137,189
128338,326,188,103,366,342,554,142,378
10390,311,192,112,414,301,392,150,217
79961,1,0,0,0,1,1,0,0
1117,2,0,0,0,0,0,0,0
149620,0,0,0,0,0,0,0,0
27159,0,0,0,0,0,0,0,0
128344,7,1,1,4,8,7,6,11
441897,0,0,1,0,0,0,0,0
5016,41,17,15,33,34,39,17,45
79084,959,403,373,801,951,1032,474,1060
515,1370,707,563,1265,1327,1454,666,1383
128346,10,3,2,8,7,7,2,10
140,0,1,0,0,3,0,0,0
100129269,2,0,1,2,3,6,0,2
5906,149,125,69,191,206,246,108,199
55924,146,74,63,155,112,136,75,125
100506343,17,7,6,23,18,31,14,23
11218,578,229,206,490,418,449,249,368
3752,3,1,0,2,3,1,3,3
643355,2,2,1,1,2,1,1,1
55917,214,127,92,248,186,292,114,198
100422976,0,0,0,0,0,1,0,0
7482,29,11,11,44,18,23,19,15
54879,178,105,64,156,191,210,96,160
829,931,595,289,1052,962,1133,438,706
4343,628,358,209,724,1095,1603,277,866
389,419,227,171,441,630,766,305,899
333926,47,31,12,65,13,31,8,47
284467,0,2,0,2,3,3,1,2
128322,14,3,5,13,10,10,6,9
6566,2039,1258,821,1922,2224,2755,951,1383
246182,51,23,21,45,59,80,28,68
100506392,95,63,29,92,92,174,56,139
9860,184,118,67,209,153,253,84,195
260425,234,162,88,311,155,269,97,175
10745,109,113,55,130,138,179,78,128
54665,140,138,55,231,122,173,80,84
26191,0,1,0,1,0,0,1,1
100287722,8,4,3,8,9,6,1,7
440603,3,1,2,7,7,0,1,6
10717,140,76,47,118,118,122,69,143
64858,291,156,126,248,362,394,199,430
204851,635,388,297,721,447,681,321,548
56944,2,1,3,6,2,0,1,0
148281,91,54,35,86,31,38,16,45
51592,503,390,196,580,363,559,251,321
10286,293,155,96,284,335,383,173,283
163259,75,46,31,76,87,95,32,57
270,3,0,1,2,1,1,0,2
4893,571,485,233,764,531,836,320,598
7812,6566,3792,2600,6519,5671,6504,3371,5731
80143,646,545,250,833,564,851,317,600
6847,0,0,0,0,0,0,1,0
7252,0,0,0,0,0,0,1,0
10100,28,40,4,65,41,71,27,49
4803,1,0,0,2,2,10,1,10
100506434,0,0,0,0,0,0,0,0
81839,293,176,114,239,225,248,108,248
845,0,0,0,0,0,1,0,0
4808,29,19,15,35,35,39,21,35
55356,60,43,24,74,83,124,43,87
126868,1,1,0,2,0,0,0,0
476,4600,2263,1734,4326,3654,4566,2000,4542
84852,28,11,12,34,28,52,22,43
100506459,4,4,3,7,5,5,4,8
965,23,16,10,37,39,58,12,28
3321,531,312,223,555,296,438,195,384
100302117,0,0,0,0,0,0,0,0
914,0,0,0,0,0,0,0,0
5738,749,450,297,722,518,739,295,641
9398,22,7,4,21,15,14,6,8
8458,687,351,300,600,501,712,334,598
100126331,0,0,0,0,1,0,1,0
80263,156,81,65,186,123,174,85,158
100506478,2,3,0,1,0,0,0,0
79679,0,0,0,0,2,0,1,2
10905,287,201,109,252,147,212,165,170
54855,78,33,25,93,48,42,16,33
54834,136,102,76,174,142,231,69,150
10885,786,433,319,812,724,837,442,656
200162,1,5,2,5,3,4,4,5
6913,3,1,0,0,2,4,2,2
10352,211,146,91,251,227,261,101,188
51179,0,0,0,0,0,0,0,0
3284,0,0,0,0,1,0,0,0
3283,0,0,0,0,0,0,0,0
441900,0,0,0,0,0,1,0,0
128102,2,0,0,6,1,2,1,1
644242,3,3,0,5,1,6,1,2
90874,156,98,47,164,113,249,71,179
26227,7518,3731,2778,6867,6235,7627,3103,8314
3158,0,0,0,0,0,0,0,0
83998,2,1,0,4,0,2,3,1
343505,2,3,0,8,7,5,2,3
11085,0,0,0,0,0,0,0,0
4853,1174,752,437,1339,596,909,431,691
100506528,9,9,8,15,8,11,3,8
100132913,28,17,12,34,18,35,16,25
653820,212,155,78,249,194,287,123,185
100132314,1,0,0,2,0,3,1,3
337875,11,11,4,3,7,8,1,8
2210,1,0,0,0,0,4,0,0
647121,42,40,6,34,39,44,30,36
100423008,0,0,0,2,1,0,0,0
375010,4,2,0,3,2,14,3,2
100422949,1,0,0,0,0,0,0,0
100132733,2,5,1,6,7,8,4,1
100422844,1,0,0,0,1,0,0,0
100130000,5,0,0,9,4,3,1,4
100286793,20,12,3,18,13,30,9,13
100287981,13,10,3,12,17,25,7,30
644591,126,60,64,141,123,94,50,104
728833,206,148,87,246,178,265,114,213
647135,80,61,26,96,40,79,34,59
728841,307,166,126,360,165,228,117,222
728855,29,19,12,44,37,70,14,51
730256,5,5,4,7,11,12,4,12
653505,32,14,23,48,31,28,17,34
728875,31,13,12,34,36,56,27,54
767846,25,12,11,28,15,18,3,10
400818,176,103,73,182,148,184,89,177
653513,1,2,2,1,3,3,1,0
9659,650,346,305,600,387,477,234,380
100505971,10,2,3,16,8,18,4,3
9554,347,199,153,342,399,476,207,363
440672,245,197,81,272,111,167,70,99
388677,98,93,58,124,33,64,30,54
100132406,483,275,178,499,240,343,171,260
100505987,10,5,3,11,3,8,3,7
148738,3,0,0,0,0,2,0,0
10628,1366,1164,536,1979,1957,3377,745,2047
84265,288,204,112,311,265,350,132,304
284615,71,37,26,65,45,60,24,65
128077,151,107,75,158,66,119,47,91
9939,657,310,261,543,419,453,233,428
114814,508,286,180,506,239,328,99,179
8799,228,120,75,234,248,273,122,207
8515,20,9,4,16,7,5,6,10
148741,2,0,1,0,1,1,0,0
10401,419,229,174,408,224,292,105,339
200035,58,26,17,48,51,53,19,42
10623,375,172,127,305,354,393,180,396
27246,175,94,58,130,164,174,83,152
11126,6,4,2,6,5,8,0,4
5174,5,2,3,7,3,7,0,5
653519,156,84,53,150,167,181,87,149
728932,118,47,40,106,125,126,53,117
728939,16,9,2,11,13,15,4,9
26864,10,2,0,7,4,7,2,6
200030,262,141,93,256,214,282,145,230
100506011,0,0,0,0,0,0,0,0
100506032,163,84,76,172,109,140,69,133
100505723,0,0,0,0,0,0,0,0
100505752,8,1,7,4,2,5,1,3
149013,288,147,121,284,195,253,119,190
100505770,33,28,19,50,45,60,9,49
728989,9,8,6,8,15,14,2,6
5565,743,578,279,1076,584,1050,342,635
100505794,21,14,13,25,14,12,7,7
171423,1140,599,411,1021,1120,1472,583,1412
2330,17,6,7,30,12,20,11,21
9557,1109,541,432,998,973,988,537,982
100289211,2,0,0,2,3,1,2,3
607,603,375,239,661,308,382,158,373
51205,352,152,137,301,334,309,184,353
2702,4,8,1,17,4,2,2,1
2703,0,0,0,0,0,0,0,0
51463,157,48,50,134,125,145,48,111
100312957,10,7,1,6,4,4,2,7
728912,151,78,64,151,127,121,70,95
100505824,0,0,0,0,0,0,0,0
284561,11,1,0,2,11,4,5,7
100132057,5,2,0,1,6,5,0,4
100505885,2,2,5,4,2,2,0,5
388685,15,7,5,15,9,19,9,11
100132999,8,6,5,12,8,13,4,24
164022,49,34,18,50,32,34,30,35
25832,247,117,82,238,156,249,97,218
729086,76,45,44,89,55,66,32,66
645142,38,29,12,45,30,38,16,34
100288142,659,389,272,733,413,529,239,478
284565,368,226,154,441,342,435,212,406
730262,33,20,17,37,32,41,17,25
728936,258,141,101,247,206,317,113,293
728945,51,18,27,47,33,35,16,27
642691,4,0,3,2,1,1,1,0
645166,79,29,32,62,66,62,24,53
26863,12,4,2,9,2,2,3,6
388692,88,53,38,100,101,128,41,84
645262,0,0,0,0,0,0,0,0
100132417,2,1,1,1,0,0,1,0
100507552,83,74,19,106,73,98,43,65
653598,51,25,29,49,37,34,20,44
642441,13,13,3,10,21,28,9,26
100288037,1,1,0,0,0,1,0,2
644634,10,3,5,8,9,7,4,10
440689,35,9,17,46,21,18,6,18
2209,1,3,1,3,3,3,1,1
653604,7,1,3,4,10,7,1,12
8370,84,37,34,94,96,87,52,92
126961,32,15,16,22,26,21,8,35
8337,103,55,37,88,153,163,58,117
100132909,119,78,40,130,106,105,41,65
337873,42,14,14,23,19,23,14,20
723790,111,54,28,103,179,152,51,147
333932,23,13,14,25,29,14,12,28
554313,76,44,37,75,101,107,55,86
8349,143,89,64,151,117,109,52,95
8338,32,19,9,34,37,34,20,46
317772,2,2,0,4,3,6,2,9
51027,174,95,62,161,267,314,99,384
100507640,0,0,0,0,0,0,0,0
9900,206,117,84,240,185,194,81,197
10262,593,224,215,474,337,388,168,355
